A-000000-00082;A-000000-00082;Cielo 2 S;Cielo 2 S;;;385.0;draft;micro_contour_standard;extra;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00083;A-000000-00083;Cielo 2 VC;Cielo 2 VC;;;385.0;draft;contour_d_oreille_standard;extra;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00084;A-000000-00084;Cielo 2 P;Cielo 2 P;;;385.0;draft;contour_d_oreille_standard;extra;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00085;A-000000-00085;Cielo 2 SP;Cielo 2 SP;;;413.0;draft;contour_d_oreille_standard;extra;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00086;A-000000-00086;Artis 2 ITE;Artis 2 ITE;;;616.0;draft;intra_auriculaire_discret;optimum;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00087;A-000000-00087;Artis 2 Life;Artis 2 Life;;;616.0;draft;micro_contour_open;optimum;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00088;A-000000-00088;Artis 2;Artis 2;;;600.0;draft;contour_d_oreille_standard;optimum;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00089;A-000000-00089;Artis 2 P;Artis 2 P;;;600.0;draft;contour_d_oreille_standard;optimum;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00090;A-000000-00090;Artis 2 SP;Artis 2 SP;;;600.0;draft;contour_d_oreille_standard;optimum;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00091;A-000000-00091;Centra ITE;Centra ITE;;;743.0;draft;intra_auriculaire_tres_discret;excellence;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00092;A-000000-00092;Nitro 16;Nitro 16;;;755.0;draft;intra_auriculaire_tres_discret;excellence;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00093;A-000000-00093;Centra Active;Centra Active;;;722.0;draft;micro_contour_ecouteur_deporte;excellence;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00094;A-000000-00094;Centra Life;Centra Life;;;743.0;draft;micro_contour_open;excellence;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00095;A-000000-00095;Centra M;Centra M;;;730.0;draft;micro_contour_standard;excellence;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00096;A-000000-00096;Centra P;Centra P;;;743.0;draft;contour_d_oreille_standard;excellence;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00097;A-000000-00097;Centra HP;Centra HP;;;743.0;draft;contour_d_oreille_standard;excellence;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00098;A-000000-00098;Centra SP;Centra SP;;;743.0;draft;contour_d_oreille_standard;excellence;surdite_moyenne_a_severe;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00099;A-000000-00099;Lotus Pro ITE SIEMENS Prix;Lotus Pro ITE;http://www.audiologys.com/image_pour_import/articles/1db8c9dcdcd79f77f11fe4aa9d309921.jpg;;273.0;publish;intra_auriculaire_classique;confort;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;siemens;non;non;non;non;non;non;312;non;www.hearing.siemens.com/fr/03-accueil/index-fr.jsp;2_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00100;A-000000-00100;siemens prothese auditive Lotus Pro P;Lotus Pro P;http://www.audiologys.com/image_pour_import/articles/ce3d6730e36033532d1f5cc82a781e1b.jpeg;;261.0;publish;contour_d_oreille;premier;surdite_severe_de_70_a_90;classe_c;siemens;non;non;oui;non;non;oui;13;non;hearing.siemens.com/fr/03-accueil/index-fr.jsp;2_canaux;non;;;;no;search;no;open;open
A-000000-00101;A-000000-00101;Prothese auditive siemens Lotus Pro SP;Lotus Pro SP;http://www.audiologys.com/image_pour_import/articles/f62c8eb3f936746f60b92ac8f6105cc1.png;;209.0;publish;contour_d_oreille;premier;surdite_severe_a_profonde_de_70_a_plus_de_90_de_perte;classe_c;siemens;non;non;oui;oui;non;oui;675;non;hearing.siemens.com/fr/03-accueil/index-fr.jsp;2_canaux;non;;;;no;search;no;open;open
A-000000-00102;A-000000-00102;100 ITE;100 ITE;;;399.0;draft;intra_auriculaire_tres_discret;extra;surdite_legere_a_moyenne;;;;;;;;;;;;;;;;;no;search;no;open;open
A-000000-00103;A-000000-00103;WIDEX MIND 330 M CIC;MIND 330 M CIC;http://www.audiologys.com/image_pour_import/articles/01d4869cffb94af6e242c50936e5d938.jpg;;518.0;publish;intra_tres_discret;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui_telecommande;oui_telecommande;non;non;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00104;A-000000-00104;WIDEX MIND 330 M  X PRIX;MIND 330 M X;http://www.audiologys.com/image_pour_import/articles/a91219dbc87a3e0223ef3ee21970fabe.jpg;;518.0;publish;intra_tres_discret;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui;non;optionnels;312;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00105;A-000000-00105;MIND 330 19 T RC;MIND 330 19 T RC;http://www.audiologys.com/image_pour_import/articles/fb1c0c7d3098e41af38cdc11822a5e02.jpg;;524.0;publish;contour_d_oreille;optimum;surdite_moyenne_a_severe_de_40_a_90_de_perte;classe_d;widex;non;non;oui;oui;non;oui;13;non;www.widex.fr/;15_canaux;oui;;;2011_avant;no;search;no;open;open
A-000000-00106;A-000000-00106;WIDEX MIND 330;MIND 330;http://www.audiologys.com/image_pour_import/articles/e3ae98f6fc4d29af368642aaae66d240.jpg;;558.4;publish;micro_contour_open;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui_telecommande;non;oui;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00107;A-000000-00107;MIND 440 CIC;MIND 440 CIC;http://www.audiologys.com/image_pour_import/articles/212574fb86a74e77968c0f88869410d0.jpg;;722.0;publish;intra_tres_discret;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui_telecommande;oui_telecommande;non;non;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00108;A-000000-00108;MIND 440 X;MIND 440 X;http://www.audiologys.com/image_pour_import/articles/8ce00b55be4e94270e0a03b4cc274f3c.jpg;;722.0;publish;intra_classique;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui_telecommande;non;optionnels;312;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00109;A-000000-00109;MIND 440 19 T RC;MIND 440 19 T RC;http://www.audiologys.com/image_pour_import/articles/74a265ab406fd33205cf5763095909b9.jpg;;732.0;publish;contour_d_oreille;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00110;A-000000-00110;MIND 440 9 T RC PRIX PROTHESE AUDITIVE;MIND 440 9 T RC;http://www.audiologys.com/image_pour_import/articles/510c2bffdf8d7cee11041a77b33e37c3.jpg;;726.0;publish;contour_d_oreille;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00111;A-000000-00111;WIDEX MIND 440;MIND 440;http://www.audiologys.com/image_pour_import/articles/7adeb5b3ebcaef257ee4a09de4252c69.jpg;;798.4;publish;micro_contour_open;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;oui;oui_telecommande;non;oui;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00112;A-000000-00112;DESTINY 400;DESTINY 400;http://www.audiologys.com/image_pour_import/articles/bd44b7316d60562dbedf59767ab12cbc.jpg;;439.0;publish;contour_d_oreille;optimum;surdite_legere_de_20_a_40_de_perte;classe_c;starkey;non;non;oui;oui;non;non;312;non;www.starkey.fr/;large_bande;oui;;;;no;search;no;open;open
A-000000-00113;A-000000-00113;E SERIES 2 MINI DIR;E SERIES 2 MINI DIR;http://www.audiologys.com/image_pour_import/articles/06ea16cfc6d059c7c9a8b0b878eddb4d.jpg;;302.0;publish;contour_d_oreille;premier;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00114;A-000000-00114;E SERIES 2 BTE;E SERIES 2 BTE;http://www.audiologys.com/image_pour_import/articles/fb8386f739241634aaf6ffd5e7d90621.jpg;;302.0;publish;contour_d_oreille;confort;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;oui;oui;non;oui;13;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00116;A-000000-00116;Phonak Audéo S mini 3;Audéo S mini 3;http://www.audiologys.com/image_pour_import/articles/4228ed6abc7e750d33ad00bdb0a909a5.jpg;http://www.audiologys.com/image_pour_import/articles/5ecada782fd0dbbe0c237728aee781b7.jpg|http://www.audiologys.com/image_pour_import/articles/35feefbb0da9e847804ddcb8817a0df3.jpg|http://www.audiologys.com/image_pour_import/articles/611cd622033f59f5b49e3cf8f3771187.jpg|http://www.audiologys.com/image_pour_import/articles/2008d02932f35e92d4ddab172a9d265b.jpg|http://www.audiologys.com/image_pour_import/articles/017227ec909c23df495c81a8e1abcf82.jpg|http://www.audiologys.com/image_pour_import/articles/b6f7de1214850d3efca5727d3fbba880.jpg|http://www.audiologys.com/image_pour_import/articles/a345daf7b7649848e74f91fb2c847086.jpg|http://www.audiologys.com/image_pour_import/articles/eea1e6d8e08696c8a983697aa1840c75.jpg|http://www.audiologys.com/image_pour_import/articles/6816b4759a7541ad761ac0b85d805994.jpg|;420.0;publish;micro_contour_ecouteur_deporte;confort;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;;non;non;non;non;non;optionnels;10;non;www.phonak.com/fr/b2c/fr/home.html;6_canaux;non;;;;no;search;no;open;open
A-000000-00120;A-000000-00120;Phonak Audéo S mini 5;Audéo S mini 5;http://www.audiologys.com/image_pour_import/articles/24ea106257f8cf9ed068f4a004c53354.jpg;http://www.audiologys.com/image_pour_import/articles/1254b7ea341e6d4deec6f3108519e5aa.png|http://www.audiologys.com/image_pour_import/articles/6a7268114c89752999c66aa9be5b63a7.jpg|http://www.audiologys.com/image_pour_import/articles/df5ff6ea7148f6fa72d78045cfdb16a9.jpg|http://www.audiologys.com/image_pour_import/articles/47af9c36fa1f9525fc8576a3221dee1b.jpg|http://www.audiologys.com/image_pour_import/articles/a934be8cc3bdd4879b30de17c7e1ed74.jpg|http://www.audiologys.com/image_pour_import/articles/594a009706a5970b4f7867df2ccc9956.jpg|http://www.audiologys.com/image_pour_import/articles/2f4a4727c53e57f8099002b643ecfaa6.jpg|http://www.audiologys.com/image_pour_import/articles/eb445ff83217f70dae32cc45c53cf846.jpg|http://www.audiologys.com/image_pour_import/articles/9e38bfe789ef70028a2cf5a7b39e1489.jpg|;624.0;publish;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;;non;non;non;non;non;optionnels;10;non;www.phonak.com/fr/b2c/fr/home.html;16_canaux;non;;;;no;search;no;open;open
A-000000-00121;A-000000-00121;AGIL RITE;AGIL RITE;http://www.audiologys.com/image_pour_import/articles/af1424884ecbeaf1cabb11aa7170aa21.jpg;;615.0;publish;contour_ecouteur_deporte;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;non;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00127;A-000000-00127;REAL RE CIC;REAL RE CIC;http://www.audiologys.com/image_pour_import/articles/6fba536eea19a4974d5d72e9c1fb639b.jpg;;284.0;publish;intra_tres_discret;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;non;non;non;non;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00128;A-000000-00128;PRIX WIDEX REAL RE X;REAL RE X;http://www.audiologys.com/image_pour_import/articles/4c306053604ba0f317d46ef7bb154e49.jpg;;283.5;publish;intra_classique;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00129;A-000000-00129;REAL RE 9T;REAL RE 9T;http://www.audiologys.com/image_pour_import/articles/b47ed3bb951078faab0754c09aac5dc9.jpg;;284.0;publish;contour_d_oreille;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00130;A-000000-00130;REAL RE 19T;REAL RE 19T;http://www.audiologys.com/image_pour_import/articles/317c7d69e86836214eabe6ecf3978545.jpg;;291.0;publish;contour_d_oreille;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00131;A-000000-00131;REAL RE m;REAL RE m;http://www.audiologys.com/image_pour_import/articles/5a1b681eaa07a492a73013ab3bd53834.jpg;;296.0;publish;micro_contour_open;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;non;non;oui;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00132;A-000000-00132;WIDEX FLASH F CIC PRIX;FLASH F CIC;http://www.audiologys.com/image_pour_import/articles/e85b7918ce665b5d86091bea2f3e1541.jpg;;370.0;publish;intra_tres_discret;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;non;non;non;non;10;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00133;A-000000-00133;FLASH FL X;FLASH FL X;http://www.audiologys.com/image_pour_import/articles/301eb73d532013245966a4fe5ac26edd.jpg;;370.0;publish;intra_classique;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00134;A-000000-00134;FLASH FL 9T;FLASH FL 9T;http://www.audiologys.com/image_pour_import/articles/7f0ea258cbc7a1161b1698d2c0ee76e4.jpg;;373.0;publish;contour_d_oreille;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;oui;non;oui;13;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00135;A-000000-00135;FLASH FL XP;FLASH FL XP;http://www.audiologys.com/image_pour_import/articles/0cd7fd4087bf4766e517c9ec5f6dbde8.jpg;;388.0;publish;intra_classique;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00136;A-000000-00136;WIDEX FLASH 19T AUDIOPROTHESE PRIX;FLASH 19T;http://www.audiologys.com/image_pour_import/articles/b317fd2a9c1946610e3b1dfc93e491a9.jpg;;391.0;publish;contour_d_oreille;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;oui;non;oui;675;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00137;A-000000-00137;FLASH  FL m;FLASH FL m;http://www.audiologys.com/image_pour_import/articles/ca7ece10995fadfca6e070d87fa3be6b.jpg;;398.0;publish;micro_contour_open;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;oui;10;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00138;A-000000-00138;Widex PASSION 105;PASSION 105;http://www.audiologys.com/image_pour_import/articles/a93412889b2359ef655e65c5722c1117.jpg;http://www.audiologys.com/image_pour_import/articles/e8c3713890ad8d734ca4100c569eaba3.jpg|http://www.audiologys.com/image_pour_import/articles/7d6bb10cf0b442a6f5630973986a5407.jpg|http://www.audiologys.com/image_pour_import/articles/d5884f44dcd90777d7affd441ff2ebb3.jpg|http://www.audiologys.com/image_pour_import/articles/bf854571c5d3ab7201ca86fac3bd3e93.jpg|http://www.audiologys.com/image_pour_import/articles/57ae66f2269cb4de7c39c238785fa052.jpg|http://www.audiologys.com/image_pour_import/articles/4a449d092e34eb8c9e3a685913a76ad3.jpg|http://www.audiologys.com/image_pour_import/articles/0198cebadcb1138a34c53a001e91e3d6.jpg|http://www.audiologys.com/image_pour_import/articles/94e66895b5c5b04d4b47a960b8d00e0d.jpg|http://www.audiologys.com/image_pour_import/articles/a359d82e14d7ff7f48a99bb5357319e1.jpg|http://www.audiologys.com/image_pour_import/articles/7dd9a4e16d08d785a69b80147d0a3c2e.jpg|http://www.audiologys.com/image_pour_import/articles/b86e8a22e37c4ef6b75c7111f8f0881b.jpg|;398.0;publish;micro_contour_ecouteur_deporte;extra;surdite_legere_de_20_a_40_de_perte;classe_d;widex;non;non;non;non;non;oui;10;non;www.widex.fr/;6_canaux;oui;www.youtube.com/watch?v=vsj2oNCziG8;www.facebook.com/login.php;;no;search;no;open;open
A-000000-00150;A-000000-00150;Oticon Agil Pro Mini Rite;Agil Pro Mini Rite;http://www.audiologys.com/image_pour_import/articles/cd445b64549bc6752297be539c6da887.jpg;;751.0;publish;micro_contour_ecouteur_deporte;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;312;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00153;A-000000-00153;S SERIES 5 CIC NANO;S SERIES 5 CIC NANO;http://www.audiologys.com/image_pour_import/articles/1d8b5b509ee7d3a698fa26f67ea8b795.jpg;http://www.audiologys.com/image_pour_import/articles/84bf9db9f730be458f04d7b02c320d8b.jpg|;457.2;publish;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;non;non;oui;10;non;www.starkey.fr/;6_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00154;A-000000-00154;ARTIS 2 CIC SIEMENS PRIX AUDIOPROTHESE;ARTIS 2 CIC;http://www.audiologys.com/image_pour_import/articles/30a7f33e293476104dc93ab4f7ef1c0c.jpg;;658.84;publish;appareil_auditif_tres_discret;extra;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;siemens;non;non;non;non;non;non;10;non;www.beltone-hearing.com/fr-fr/Pages/default.aspx;12_canaux;oui;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00156;A-000000-00156;Ion 400;Ion 400;http://www.audiologys.com/image_pour_import/articles/8f772c79310579b3f837645eee3a90b2.jpg;;660.0;publish;micro_contour_open;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;sonic_innovations;non;non;oui;non;non;oui;10;non;france.sonici.com/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00160;A-000000-00160;OTICON AGIL PRO RITE;AGIL PRO RITE;http://www.audiologys.com/image_pour_import/articles/bf2a371ab1e97b417bd5c3be09aa3fb5.jpg;;751.0;publish;contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00162;A-000000-00162;Oticon Agil Mini Rite;Agil Mini Rite;http://www.audiologys.com/image_pour_import/articles/e73e9de2fde086dd13c49d8cf0430e87.jpg;;615.0;publish;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;312;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00164;A-000000-00164;S SERIES IQ 7 INTRA CIC NANO;S SERIES IQ 7 INTRA CIC NANO;http://www.audiologys.com/image_pour_import/articles/791862a842ca41a1ed7ea2f7f2d0fe09.jpg;http://www.audiologys.com/image_pour_import/articles/60397e6a17c01fefa7f30b49ea518060.jpg|;581.35;publish;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;8_canaux;oui;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00166;A-000000-00166;Mini Velocity 12;Mini Velocity 12;http://www.audiologys.com/image_pour_import/articles/f11510f18e027629914d45deecbf6cdd.jpg;;528.0;publish;micro_contour_open;optimum;surdite_legere_a_severe;classe_d;sonic_innovations;non;non;oui;oui;non;oui;13;non;france.sonici.com/;6_canaux;;;;;no;search;no;open;open
A-000000-00167;A-000000-00167;S SERIES 9 CIC NANO;S SERIES 9 CIC NANO;http://www.audiologys.com/image_pour_import/articles/e599e97ab1f504b21660e08fd8c048f6.jpg;http://www.audiologys.com/image_pour_import/articles/3e327e5881574389f4b378d6414d32c1.jpg|;685.0;publish;appareil_auditif_invisible;elite;surdite_legere_de_20_a_40_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;12_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00173;A-000000-00173;AQ COMFORT;AQ COMFORT;;;496.0;draft;intra_classique;elite;surdite_legere;classe_d;;non;non;oui;non;oui;oui;accu_type_13;non;;;;;;;no;search;no;open;open
A-000000-00175;A-000000-00175;OTICON AGIL PRO;AGIL PRO;http://www.audiologys.com/image_pour_import/articles/c26cbac57cee5118359b9402cfa9e27c.jpg;;751.0;publish;contour_d_oreille;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00176;A-000000-00176;OTICON AGIL  BTE PRIX APPAREIL AUDITIF;AGIL BTE;http://www.audiologys.com/image_pour_import/articles/ac08f2d5e76422c269586d1d932f2db3.jpg;;639.0;publish;contour_d_oreille;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00177;A-000000-00177;starkey S SERIES IQ 11 RIC;S SERIES IQ 11 RIC;http://www.audiologys.com/image_pour_import/articles/2c4900f4da051b609d38930e11670d5e.jpg;;749.0;publish;micro_contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
