A-000000-00116;Phonak Audéo S mini 3;micro_contour_ecouteur_deporte;confort;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;autre;non;non;non;non;non;optionnels;10;non;www.phonak.com/fr/b2c/fr/home.html;6_canaux;non;;;;no;search;no;open;open
A-000000-00120;Phonak Audéo S mini 5;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;autre;non;non;non;non;non;optionnels;10;non;www.phonak.com/fr/b2c/fr/home.html;16_canaux;non;;;;no;search;no;open;open
A-000000-00121;AGIL RITE;contour_ecouteur_deporte;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;non;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00127;REAL RE CIC;intra_tres_discret;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;non;non;non;non;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00128;PRIX WIDEX REAL RE X;intra_classique;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00129;REAL RE 9T;contour_d_oreille;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00130;REAL RE 19T;contour_d_oreille;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;oui;non;oui;13;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00131;REAL RE m;micro_contour_open;premier;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;oui;non;non;oui;10;non;www.widex.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00132;WIDEX FLASH F CIC PRIX;intra_tres_discret;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;non;non;non;non;non;non;10;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00133;FLASH FL X;intra_classique;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00134;FLASH FL 9T;contour_d_oreille;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;oui;non;oui;13;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00135;FLASH FL XP;intra_classique;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;non;312;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00136;WIDEX FLASH 19T AUDIOPROTHESE PRIX;contour_d_oreille;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;oui;non;oui;675;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00137;FLASH  FL m;micro_contour_open;confort;surdite_legere_de_20_a_40_de_perte;classe_c;widex;oui;non;oui;non;non;oui;10;non;www.widex.fr/;5_canaux;oui;;;;no;search;no;open;open
A-000000-00138;Widex PASSION 105;micro_contour_ecouteur_deporte;extra;surdite_legere_de_20_a_40_de_perte;classe_d;widex;non;non;non;non;non;oui;10;non;www.widex.fr/;6_canaux;oui;www.youtube.com/watch?v=vsj2oNCziG8;www.facebook.com/login.php;;no;search;no;open;open
A-000000-00150;Oticon Agil Pro Mini Rite;micro_contour_ecouteur_deporte;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;312;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00153;S SERIES 5 CIC NANO;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;non;non;oui;10;non;www.starkey.fr/;6_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00154;ARTIS 2 CIC SIEMENS PRIX AUDIOPROTHESE;appareil_auditif_tres_discret;extra;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;siemens;non;non;non;non;non;non;10;non;www.beltone-hearing.com/fr-fr/Pages/default.aspx;12_canaux;oui;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00156;Ion 400;micro_contour_open;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;sonic_innovations;non;non;oui;non;non;oui;10;non;france.sonici.com/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00160;OTICON AGIL PRO RITE;contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00162;Oticon Agil Mini Rite;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;312;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00164;S SERIES IQ 7 INTRA CIC NANO;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;8_canaux;oui;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00166;Mini Velocity 12;micro_contour_open;optimum;surdite_legere_a_severe;classe_d;sonic_innovations;non;non;oui;oui;non;oui;13;non;france.sonici.com/;6_canaux;;;;;no;search;no;open;open
A-000000-00167;S SERIES 9 CIC NANO;appareil_auditif_invisible;elite;surdite_legere_de_20_a_40_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;12_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00173;AQ COMFORT;intra_classique;elite;surdite_legere;classe_d;autre;non;non;oui;non;oui;oui;accu_type_13;non;;;;;;;no;search;no;open;open
A-000000-00175;OTICON AGIL PRO;contour_d_oreille;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00176;OTICON AGIL  BTE PRIX APPAREIL AUDITIF;contour_d_oreille;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00177;starkey S SERIES IQ 11 RIC;micro_contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00180;S SERIES IQ 11 INTRA CIC NANO;appareil_auditif_invisible;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;16_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00181;S SERIES 11 INTRA CIC NANO APPAREIL AUDITIF STARKEY PRIX;appareil_auditif_tres_discret;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;16_canaux;non;;;2011_avant;no;search;no;open;open
A-000000-00182;S SERIES IQ 9 INTRA CIC NANO;appareil_auditif_tres_discret;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;12_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00183;APPAREIL AUDITIF STARKEY S SERIES 11 RIC PRIX;micro_contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00184;S SERIES IQ 9 RIC;micro_contour_ecouteur_deporte;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;non;non;oui;312;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00186;PASSION 110 WIDEX;micro_contour_ecouteur_deporte;optimum;surdite_legere_de_20_a_40_de_perte;classe_d;widex;non;non;non;non;non;oui;10;non;www.widex.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00187;Widex PASSION 440;micro_contour_ecouteur_deporte;elite;surdite_legere_de_20_a_40_de_perte;classe_d;widex;oui;non;non;non;non;oui;10;non;www.widex.fr/;8_canaux;oui;www.youtube.com/watch?v=vsj2oNCziG8;www.facebook.com/login.php;;no;search;no;open;open
A-000000-00188;S SERIES 9 RIC;micro_contour_ecouteur_deporte;elite;surdite_legere_de_20_a_40_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00189;S SERIES IQ 11 Pile 13;contour_d_oreille;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;non;oui;oui;13;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00190;S SERIES IQ 11 MINI;contour_d_oreille;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00191;S SERIES 11 Pile 13;contour_d_oreille;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;non;non;oui;13;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00192;S SERIES IQ 9 Pile 13;contour_d_oreille;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;13;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00193;S SERIES IQ 9 MINI;contour_d_oreille;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00195;S SERIES 9 Pile 13;contour_d_oreille;elite;surdite_legere_de_20_a_40_de_perte;classe_d;starkey;non;non;oui;non;non;oui;13;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00196;S SERIES IQ 7 BTE;contour_d_oreille;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;13;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00197;S SERIES 7 INTRA CIC NANO;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;non;10;non;www.starkey.fr/;8_canaux;non;www.youtube.com/watch?v=zV8oQBpXqqA&list=UUEjZV3UEBZYoq1wYcGGeE-Q&feature=plcp;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00198;S SERIES IQ 7 RIC;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00199;S SERIES 7 RIC;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00200;S SERIES IQ 7 BTE MINI;contour_d_oreille;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00201;S SERIES 7 BTE;contour_d_oreille;optimum;surdite_moyenne_a_severe_de_40_a_90_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;13;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00202;E SERIES 3 CIC STARKEY PRIX APPAREIL AUDITIF;appareil_auditif_tres_discret;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;non;non;non;non;10;non;www.starkey.fr/;4_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00203;ARIS PRO CIC APPAREIL AUDITIF AU MEILLEUR PRIX LE MOINS CHER;appareil_auditif_tres_discret;premier;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;non;non;non;non;10;non;www.starkey.fr/;2_canaux;non;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;www.facebook.com/login.php;2011_avant;no;search;no;open;open
A-000000-00206;VELOCITY 24 CIC;intra_tres_discret;elite;surdite_legere_de_20_a_40_de_perte;classe_d;sonic_innovations;non;non;non;non;non;non;10;non;france.sonici.com/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00207;S SERIES 5 RIC;micro_contour_ecouteur_deporte;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;oui;312;non;www.starkey.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00208;E SERIES 3 RIC;contour_ecouteur_deporte;optimum;surdite_legere_a_severe_de_20_a_90_de_perte;classe_c;starkey;non;non;non;non;non;oui;312;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00209;S SERIES 5 P13;contour_d_oreille;extra;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;starkey;non;non;non;non;non;oui;13;non;www.starkey.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00210;S SERIES 5 MINI;contour_d_oreille;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;non;non;non;oui;312;non;www.starkey.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00211;E SERIES 3 Pile 13;contour_d_oreille;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;non;non;non;oui;13;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00212;E SERIES 3 MINI;contour_d_oreille;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;non;non;non;oui;312;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00213;E SERIES 2 Pile 13;contour_d_oreille;premier;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;oui;oui;non;oui;13;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00214;E series 2 mini;contour_d_oreille;premier;surdite_legere_a_severe_de_20_a_90_de_perte;classe_c;starkey;non;non;oui;oui;oui;oui;312;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00217;S SERIES IQ 11 INTRA;intra_classique;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;optionnels;13;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00218;S SERIES 11 INTRA;intra_classique;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;non;non;oui;13;non;www.starkey.fr/;16_canaux;oui;;;;no;search;no;open;open
A-000000-00219;S SERIES IQ 9 INTRA;intra_classique;elite;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;non;non;optionnels;312;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00220;S SERIES 9 INTRA;intra_classique;elite;surdite_legere_de_20_a_40_de_perte;classe_d;starkey;non;non;oui;oui;non;optionnels;13;non;www.starkey.fr/;12_canaux;oui;;;;no;search;no;open;open
A-000000-00221;S SERIES IQ 7 INTRA;intra_classique;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;optionnels;312;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00222;S SERIES 7 INTRA;intra_classique;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;oui;non;optionnels;312;non;www.starkey.fr/;8_canaux;oui;;;;no;search;no;open;open
A-000000-00223;S SERIES 5 INTRA;intra_classique;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_d;starkey;non;non;oui;non;non;optionnels;312;non;www.starkey.fr/;6_canaux;oui;;;;no;search;no;open;open
A-000000-00224;E SERIES 3 INTRA;intra_classique;optimum;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;oui;oui;non;non;312;non;www.starkey.fr/;4_canaux;oui;;;;no;search;no;open;open
A-000000-00225;E SERIES 2 INTRA ITE ITC;intra_classique;confort;surdite_legere_a_moyenne_de_20_a_70_de_perte;classe_c;starkey;non;non;oui;oui;non;non;312;non;www.starkey.fr/;2_canaux;oui;;;;no;search;no;open;open
A-000000-00226;APPAREIL AUDITIF OTICON AGIL PRO POWER agil pro oticon prix;contour_d_oreille;elite;surdite_moyenne_a_severe_de_40_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00227;AGIL POWER OTICON;contour_d_oreille;optimum;surdite_moyenne_a_severe_de_40_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;oui;13;oui;www.oticon.fr/;10_canaux;oui;;;;no;search;no;open;open
A-000000-00228;AGIL PRO ITE OTICON AGIL PRO PRIX APPAREIL AUDITIF;intra_auriculaire_classique;elite;surdite_legere_a_severe_de_20_a_90_de_perte;classe_d;oticon;oui;oui;oui;oui;non;optionnels;312;non;www.oticon.fr/;10_canaux;oui;www.youtube.com/watch?v=OmaWrxoclAk&feature=channel&list=UL;http://twitter.com/intent/session?related=kpsuleme&return_to=%2Fintent%2Ftweet%3Ftext%3DD%25C3%25A9couvrez%2520l%2527univers%2520de%2520%2523M%255FT%255FG%255FD%2520%253A%2520%2520%252D%2520avec%2520%2523kpsuleme%252E%2520Enjoy%2520%2521%26related%3Dkpsule;2011_avant;no;search;no;open;open
